station_id,num_bikes_available,num_bikes_available_types,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,is_charging_station,status,name,capacity,lat,lon,timestamp_consulta
117,0,"{'mechanical': 0, 'ebike': 0}",2,14,0,1,1,1,1574868883,False,IN_SERVICE,117 - HUMBERTO 1°,16,-34.6201008,-58.3741759,2019-11-27 12:37:08.432487-03:00
118,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868948,False,IN_SERVICE,118 - MEXICO,20,-34.6170196,-58.4026531,2019-11-27 12:37:08.432487-03:00
119,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868915,False,IN_SERVICE,119 - EMILIO MITRE,20,-34.5885608,-58.3973293,2019-11-27 12:37:08.432487-03:00
120,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868919,False,IN_SERVICE,120 - HOSPITAL RAMOS MEJIA,20,-34.617509,-58.4092876,2019-11-27 12:37:08.432487-03:00
121,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868753,False,IN_SERVICE,121 - YATAY,20,-34.6011732,-58.4285093,2019-11-27 12:37:08.432487-03:00
122,1,"{'mechanical': 1, 'ebike': 0}",0,19,1,1,1,1,1574868965,False,IN_SERVICE,122 - COSTA RICA,20,-34.5916569,-58.4204199,2019-11-27 12:37:08.432487-03:00
124,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574869005,False,IN_SERVICE,124 - UGARTECHE,20,-34.580538,-58.411965,2019-11-27 12:37:08.432487-03:00
126,0,"{'mechanical': 0, 'ebike': 0}",2,14,0,1,1,1,1574868887,False,IN_SERVICE,126 - Ministerio de Justicia y Seguridad,16,-34.6402672,-58.3692243,2019-11-27 12:37:08.432487-03:00
127,0,"{'mechanical': 0, 'ebike': 0}",1,15,0,1,1,1,1574868943,False,IN_SERVICE,127 - SANTOS DUMONT Y OTERO,16,-34.5923884,-58.453077,2019-11-27 12:37:08.432487-03:00
128,4,"{'mechanical': 4, 'ebike': 0}",0,16,0,1,1,1,1574868934,False,IN_SERVICE,128 - PARQUE DEL BAJO,20,-34.6041138,-58.3689118,2019-11-27 12:37:08.432487-03:00
130,3,"{'mechanical': 3, 'ebike': 0}",1,36,0,1,1,1,1574868828,False,IN_SERVICE,130 - RETIRO II,40,-34.5921056,-58.3745419,2019-11-27 12:37:08.432487-03:00
131,1,"{'mechanical': 1, 'ebike': 0}",1,14,0,1,1,1,1574868868,False,IN_SERVICE,131- HOSPITAL DE CLÍNICAS,16,-34.5984043,-58.3990158,2019-11-27 12:37:08.432487-03:00
132,1,"{'mechanical': 1, 'ebike': 0}",0,11,0,1,1,1,1574868908,False,IN_SERVICE,132 - CORRIENTES,12,-34.6033685,-58.372763,2019-11-27 12:37:08.432487-03:00
134,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868856,False,IN_SERVICE,134 - DON BOSCO,20,-34.6118013,-58.4150532,2019-11-27 12:37:08.432487-03:00
135,0,"{'mechanical': 0, 'ebike': 0}",2,18,0,1,1,1,1574868925,False,IN_SERVICE,135 - MARCELO T. DE ALVEAR,20,-34.5972818,-58.3787856,2019-11-27 12:37:08.432487-03:00
137,1,"{'mechanical': 1, 'ebike': 0}",2,17,0,1,1,1,1574868913,False,IN_SERVICE,137 - AZOPARDO Y CHILE,20,-34.6155977,-58.3674923,2019-11-27 12:37:08.432487-03:00
138,0,"{'mechanical': 0, 'ebike': 0}",1,11,0,1,1,1,1574868881,False,IN_SERVICE,138 - Hospital Britanico,12,-34.6353595,-58.3876724,2019-11-27 12:37:08.432487-03:00
141,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868931,False,IN_SERVICE,141 - SOLIS Y ALSINA,20,-34.6115231,-58.3904968,2019-11-27 12:37:08.432487-03:00
143,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574869006,False,IN_SERVICE,143 - BILLINGHURST Y VALENTÍN GOMEZ,20,-34.604709,-58.415807,2019-11-27 12:37:08.432487-03:00
144,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868891,False,IN_SERVICE,144 - PUEYRREDÓN,20,-34.6018744,-58.4060944,2019-11-27 12:37:08.432487-03:00
146,1,"{'mechanical': 1, 'ebike': 0}",0,19,0,1,1,1,1574868944,False,IN_SERVICE,146 - Hospital Francés,20,-34.6221118,-58.4078419,2019-11-27 12:37:08.432487-03:00
148,0,"{'mechanical': 0, 'ebike': 0}",3,24,1,1,1,1,1574868810,False,IN_SERVICE,323 - Parque Avellaneda II,28,-34.645137,-58.484507,2019-11-27 12:37:08.432487-03:00
149,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868897,False,IN_SERVICE,149 - LIMA,16,-34.6153266,-58.3813642,2019-11-27 12:37:08.432487-03:00
150,15,"{'mechanical': 15, 'ebike': 0}",3,12,0,1,1,1,1574869006,False,IN_SERVICE,150 - VERA PEÑALOZA,30,-34.6181003,-58.3631389,2019-11-27 12:37:08.432487-03:00
151,0,"{'mechanical': 0, 'ebike': 0}",2,22,0,1,1,1,1574868795,False,IN_SERVICE,151 - AIME PAINÉ,24,-34.6118145,-58.361285,2019-11-27 12:37:08.432487-03:00
152,7,"{'mechanical': 7, 'ebike': 0}",1,12,0,1,1,1,1574868931,False,IN_SERVICE,152 - JULIETA LANTERI,20,-34.6181645,-58.3596311,2019-11-27 12:37:08.432487-03:00
153,3,"{'mechanical': 3, 'ebike': 0}",2,11,0,1,1,1,1574868906,False,IN_SERVICE,153 - JUAN MANUEL DE BLANES,16,-34.6307765,-58.3620701,2019-11-27 12:37:08.432487-03:00
154,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868842,False,IN_SERVICE,154 - GALLO,20,-34.6005484,-58.4122849,2019-11-27 12:37:08.432487-03:00
155,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868788,False,IN_SERVICE,155 - Parque José Evaristo Uriburu,20,-34.6409617,-58.4125606,2019-11-27 12:37:08.432487-03:00
156,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868802,False,IN_SERVICE,156 - Plaza Alemania,20,-34.5775895,-58.4074696,2019-11-27 12:37:08.432487-03:00
158,1,"{'mechanical': 1, 'ebike': 0}",0,19,0,1,1,1,1574868806,False,IN_SERVICE,158 - VILLARROEL,20,-34.592735,-58.4450697,2019-11-27 12:37:08.432487-03:00
161,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868888,False,IN_SERVICE,161 - Humahuaca,20,-34.6020779,-58.4196761,2019-11-27 12:37:08.432487-03:00
162,1,"{'mechanical': 1, 'ebike': 0}",0,19,0,1,1,1,1574868872,False,IN_SERVICE,162 - LARREA Y BARTOLOMÉ MITRE,20,-34.608985,-58.401924,2019-11-27 12:37:08.432487-03:00
163,0,"{'mechanical': 0, 'ebike': 0}",0,30,0,1,1,1,1574868767,False,IN_SERVICE,163 - ONCE II,30,-34.6095663,-58.4064308,2019-11-27 12:37:08.432487-03:00
164,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868882,False,IN_SERVICE,164 - FACULTAD DE INGENERIA,20,-34.6181442,-58.3669021,2019-11-27 12:37:08.432487-03:00
165,0,"{'mechanical': 0, 'ebike': 0}",2,10,0,1,1,1,1574868919,False,IN_SERVICE,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,12,-34.597048,-58.407614,2019-11-27 12:37:08.432487-03:00
166,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868866,False,IN_SERVICE,166 - Cementerio de Recoleta,20,-34.5891897,-58.3932507,2019-11-27 12:37:08.432487-03:00
167,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868906,False,IN_SERVICE,275 - PLAZA 24 DE SEPTIEMBRE,16,-34.6070594,-58.4485709,2019-11-27 12:37:08.432487-03:00
168,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868970,False,IN_SERVICE,168 - Estados Unidos,16,-34.6186217,-58.3812271,2019-11-27 12:37:08.432487-03:00
169,0,"{'mechanical': 0, 'ebike': 0}",1,11,0,1,1,1,1574868801,False,IN_SERVICE,169 - FACULTAD DE PSICOLOGIA,12,-34.611875,-58.411887,2019-11-27 12:37:08.432487-03:00
170,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868883,False,IN_SERVICE,170 - SAN LUIS Y ECUADOR,20,-34.5996644,-58.4061023,2019-11-27 12:37:08.432487-03:00
171,0,"{'mechanical': 0, 'ebike': 0}",3,17,0,1,1,1,1574868901,False,IN_SERVICE,171 - Pasteur,20,-34.6032813,-58.3997553,2019-11-27 12:37:08.432487-03:00
172,0,"{'mechanical': 0, 'ebike': 0}",3,13,0,1,1,1,1574868931,False,IN_SERVICE,172 - BRASIL,16,-34.625426,-58.371082,2019-11-27 12:37:08.432487-03:00
173,2,"{'mechanical': 2, 'ebike': 0}",3,11,0,1,1,1,1574868832,False,IN_SERVICE,173 - PLAZA CECILIA GRIERSON,16,-34.6222964,-58.3751607,2019-11-27 12:37:08.432487-03:00
174,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868809,False,IN_SERVICE,174 - MINISTERIO DE EDUCACION,20,-34.597225,-58.391768,2019-11-27 12:37:08.432487-03:00
175,6,"{'mechanical': 6, 'ebike': 0}",1,29,1,1,1,1,1574868996,False,IN_SERVICE,147 - Constitución,36,-34.6267408,-58.3809349,2019-11-27 12:37:08.432487-03:00
176,0,"{'mechanical': 0, 'ebike': 0}",4,16,0,1,1,1,1574868798,False,IN_SERVICE,176 - PINZÓN Y MARTÍN RODRIGUEZ,20,-34.6341873,-58.3611029,2019-11-27 12:37:08.432487-03:00
177,1,"{'mechanical': 1, 'ebike': 0}",1,10,0,1,1,1,1574868906,False,IN_SERVICE,177 -PLANETARIO,12,-34.5680151,-58.41208,2019-11-27 12:37:08.432487-03:00
179,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868957,False,IN_SERVICE,179 - LA BOCA,20,-34.638989,-58.3605313,2019-11-27 12:37:08.432487-03:00
180,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868913,False,IN_SERVICE,180 - CASTRO Y MEXICO,20,-34.619775,-58.420492,2019-11-27 12:37:08.432487-03:00
181,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868801,False,IN_SERVICE,181 - BILLINGHURST Y MANSILLA,20,-34.5926649,-58.4120072,2019-11-27 12:37:08.432487-03:00
182,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868932,False,IN_SERVICE,182 - RAVIGNANI Y GUATEMALA,20,-34.5780479,-58.4352466,2019-11-27 12:37:08.432487-03:00
183,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868984,False,IN_SERVICE,183 - VIRREY CEVALLOS,20,-34.6156994,-58.3899728,2019-11-27 12:37:08.432487-03:00
184,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868827,False,IN_SERVICE,184 - Pedro Echague,20,-34.6306129,-58.3913419,2019-11-27 12:37:08.432487-03:00
185,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868980,False,IN_SERVICE,185 - AV. PAVÓN Y 33 ORIENTALES,20,-34.63133,-58.42177,2019-11-27 12:37:08.432487-03:00
186,1,"{'mechanical': 1, 'ebike': 0}",3,16,0,1,1,1,1574868894,False,IN_SERVICE,186 - MANZANA 66,20,-34.6136356,-58.4064415,2019-11-27 12:37:08.432487-03:00
187,0,"{'mechanical': 0, 'ebike': 0}",1,15,0,1,1,1,1574868967,False,IN_SERVICE,261 - QUINTEROS LIDORO,16,-34.5528626,-58.450854,2019-11-27 12:37:08.432487-03:00
188,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868864,False,IN_SERVICE,373 - Jorgelina De Simone,20,-34.623923,-58.3904814,2019-11-27 12:37:08.432487-03:00
189,2,"{'mechanical': 2, 'ebike': 0}",0,18,1,1,1,1,1574868904,False,IN_SERVICE,189 - POSADAS,20,-34.5886889,-58.3852113,2019-11-27 12:37:08.432487-03:00
190,0,"{'mechanical': 0, 'ebike': 0}",2,18,0,1,1,1,1574868895,False,IN_SERVICE,190 - JUNCAL,20,-34.5850763,-58.4111136,2019-11-27 12:37:08.432487-03:00
191,1,"{'mechanical': 1, 'ebike': 0}",1,14,0,1,1,1,1574869008,False,IN_SERVICE,191 - Rivadavia y 9 de Julio,16,-34.6079305,-58.3808358,2019-11-27 12:37:08.432487-03:00
192,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868966,False,IN_SERVICE,192 - Talcahuano,20,-34.5972773,-58.3855748,2019-11-27 12:37:08.432487-03:00
193,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868958,False,IN_SERVICE,193 - ARENALES Y AGUERO,20,-34.5908626,-58.4061652,2019-11-27 12:37:08.432487-03:00
194,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868979,False,IN_SERVICE,194 - PERÓN Y ACUÑA DE FIGUEROA,16,-34.6060758,-58.4224635,2019-11-27 12:37:08.432487-03:00
195,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868778,False,IN_SERVICE,357 - PLAZA MARTIN FIERRO,20,-34.6260785,-58.407389,2019-11-27 12:37:08.432487-03:00
196,1,"{'mechanical': 1, 'ebike': 0}",4,15,0,1,1,1,1574868772,False,IN_SERVICE,196 - HOSPITAL ARGERICH,20,-34.6275351,-58.3657211,2019-11-27 12:37:08.432487-03:00
197,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868794,False,IN_SERVICE,197 - Quintino Bocayuva,20,-34.613449,-58.4233969,2019-11-27 12:37:08.432487-03:00
199,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574869002,False,IN_SERVICE,199 - ESTADOS UNIDOS Y BOEDO,20,-34.6222601,-58.4160137,2019-11-27 12:37:08.432487-03:00
200,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868779,False,IN_SERVICE,200 - AUSTRIA Y FRENCH,20,-34.5883282,-58.4038684,2019-11-27 12:37:08.432487-03:00
201,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868916,False,IN_SERVICE,175 - Esmeralda y Corrientes,20,-34.6034449,-58.378167,2019-11-27 12:37:08.432487-03:00
202,1,"{'mechanical': 1, 'ebike': 0}",0,29,0,1,1,1,1574868941,False,IN_SERVICE,001 - FACULTAD DE DERECHO,30,-34.583811,-58.390967,2019-11-27 12:37:08.432487-03:00
203,2,"{'mechanical': 2, 'ebike': 0}",1,21,0,1,1,1,1574868774,False,IN_SERVICE,108 - Usina del Arte,24,-34.628511,-58.356004,2019-11-27 12:37:08.432487-03:00
204,1,"{'mechanical': 1, 'ebike': 0}",0,23,0,1,1,1,1574868932,False,IN_SERVICE,167 - Hipólito Yrigoyen,24,-34.6148209,-58.4278453,2019-11-27 12:37:08.432487-03:00
205,1,"{'mechanical': 1, 'ebike': 0}",1,14,0,1,1,1,1574868914,False,IN_SERVICE,125 - F.J.Santamaria de Oro,16,-34.5832733,-58.4279562,2019-11-27 12:37:08.432487-03:00
206,2,"{'mechanical': 2, 'ebike': 0}",0,14,0,1,1,1,1574868871,False,IN_SERVICE,159 - Fitz Roy & Gorriti,16,-34.5849119,-58.4372524,2019-11-27 12:37:08.432487-03:00
207,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868877,False,IN_SERVICE,123 - Armenia,20,-34.5852485,-58.420906,2019-11-27 12:37:08.432487-03:00
208,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868959,False,IN_SERVICE,145 - RAVIGNANI,20,-34.5804702,-58.4379925,2019-11-27 12:37:08.432487-03:00
210,1,"{'mechanical': 1, 'ebike': 0}",2,17,0,1,1,1,1574868972,False,IN_SERVICE,335 - General Urquiza,20,-34.572132,-58.4113228,2019-11-27 12:37:08.432487-03:00
211,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868760,False,IN_SERVICE,195 - Plaza Garay,20,-34.6266267,-58.3879696,2019-11-27 12:37:08.432487-03:00
212,0,"{'mechanical': 0, 'ebike': 0}",3,17,0,1,1,1,1574868878,False,IN_SERVICE,129 - Velasco,20,-34.600164,-58.434983,2019-11-27 12:37:08.432487-03:00
213,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868798,False,IN_SERVICE,136 - Acevedo,20,-34.5995649,-58.4425362,2019-11-27 12:37:08.432487-03:00
214,0,"{'mechanical': 0, 'ebike': 0}",3,13,0,1,1,1,1574868866,False,IN_SERVICE,142 - Armenia y Gorriti,16,-34.5905808,-58.4289624,2019-11-27 12:37:08.432487-03:00
215,0,"{'mechanical': 0, 'ebike': 0}",1,19,0,1,1,1,1574868941,False,IN_SERVICE,113 - Guatemala,20,-34.5858843,-58.4251226,2019-11-27 12:37:08.432487-03:00
216,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868855,False,IN_SERVICE,059 - Coronel Diaz,20,-34.5900976,-58.4114907,2019-11-27 12:37:08.432487-03:00
217,0,"{'mechanical': 0, 'ebike': 0}",1,15,0,1,1,1,1574869003,False,IN_SERVICE,198 - HOSPITAL SARDÁ,16,-34.6342818,-58.4042123,2019-11-27 12:37:08.432487-03:00
218,0,"{'mechanical': 0, 'ebike': 0}",2,14,0,1,1,1,1574868895,False,IN_SERVICE,067 - Senillosa,16,-34.638523,-58.425464,2019-11-27 12:37:08.432487-03:00
219,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868911,False,IN_SERVICE,140 - Las Casas,16,-34.6351732,-58.4157035,2019-11-27 12:37:08.432487-03:00
220,0,"{'mechanical': 0, 'ebike': 0}",1,15,0,1,1,1,1574868773,False,IN_SERVICE,097 - Avelino Diaz,16,-34.6354717,-58.4279173,2019-11-27 12:37:08.432487-03:00
221,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868861,False,IN_SERVICE,157 - Senillosa y Zuviria,20,-34.6280441,-58.4274042,2019-11-27 12:37:08.432487-03:00
222,1,"{'mechanical': 1, 'ebike': 0}",0,19,0,1,1,1,1574868894,False,IN_SERVICE,160 - Godoy Cruz y Libertador,20,-34.5727715,-58.4206642,2019-11-27 12:37:08.432487-03:00
223,0,"{'mechanical': 0, 'ebike': 0}",0,16,0,1,1,1,1574868998,False,IN_SERVICE,178 - José Marmol,16,-34.623456,-58.424895,2019-11-27 12:37:08.432487-03:00
224,2,"{'mechanical': 2, 'ebike': 0}",1,17,0,1,1,1,1574868808,False,IN_SERVICE,133 - Nicaragua,20,-34.5808537,-58.434484,2019-11-27 12:37:08.432487-03:00
225,1,"{'mechanical': 1, 'ebike': 0}",1,18,0,1,1,1,1574868946,False,IN_SERVICE,109 - Lerma,20,-34.5968511,-58.4295184,2019-11-27 12:37:08.432487-03:00
226,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868870,False,IN_SERVICE,139 - Virrey Liniers,20,-34.633335,-58.4132263,2019-11-27 12:37:08.432487-03:00
227,0,"{'mechanical': 0, 'ebike': 0}",0,20,0,1,1,1,1574868845,False,IN_SERVICE,188 - Aranguren,20,-34.6105021,-58.4327935,2019-11-27 12:37:08.432487-03:00
228,3,"{'mechanical': 3, 'ebike': 0}",0,17,0,1,1,1,1574868920,False,IN_SERVICE,010 - Madero UCA,20,-34.6162819,-58.3657444,2019-11-27 12:37:08.432487-03:00
229,0,"{'mechanical': 0, 'ebike': 0}",2,10,0,1,1,1,1574868784,False,IN_SERVICE,243 - PLAZOLETA CELEDONIO FLORES,12,-34.5813811,-58.4514575,2019-11-27 12:37:08.432487-03:00
230,0,"{'mechanical': 0, 'ebike': 0}",1,15,0,1,1,1,1574868901,False,IN_SERVICE,259 - PLAZA CASTELLI,16,-34.5678255,-58.4645037,2019-11-27 12:37:08.432487-03:00
